,pca1,pca2
0,0.6403947420742077,0.2902796226924259
1,0.5443622639228981,0.022256579383688555
2,0.548915664702999,-0.3055820115118759
3,0.7306089536709368,0.4061074967659547
4,0.5117760353007497,0.25157556122351266
5,-0.4449483300587797,-0.1470840939685198
6,0.5153738206953747,0.15467304535046783
7,0.5928923669797417,-0.03167364006743422
8,0.5257751356830335,0.5639928537133646
9,0.6062075578127426,-0.33931876589036597
10,-0.4407728323413567,0.20385463865512374
11,0.5163114532518156,-0.05481016814065951
12,0.5592792559046184,0.02439354682407863
13,-0.4506982919276923,-0.03214678970285541
14,0.5987690269690973,-0.08915637755042281
15,0.5045442763857027,0.133513630464609
16,0.6521543664210021,-0.026395065234185406
17,0.5360343059539808,-0.363896111573271
18,0.5334158757440712,0.140828636843331
19,0.5385742244756341,0.2815456504250307
20,0.5566438432752993,0.2960184033964404
21,0.5207253703754386,-0.4952430023105492
22,0.5631024743284057,0.29256970799890397
23,-0.510566965841781,0.4742619617447897
24,0.5876113694913323,-0.4708908619894542
25,0.6034072204366293,0.09955580816046831
26,0.605219873794231,0.07560295746108889
27,-0.4883942186397031,0.12834117272722592
28,0.5752910889593492,0.41801916702827785
29,0.5943329724269198,0.019559233194878525
30,0.537663557366402,-0.12704880137110705
31,0.6052498936075986,-0.28644038166111385
32,-0.4271551399555866,-0.018363668754147328
33,0.5383335094308674,0.31811142643839924
34,0.5338758079051179,-0.08584532918286747
35,-0.4608852147323996,-0.0445996039580846
36,-0.47275210061540857,-0.2074325675815088
37,-0.42614538260760193,-0.4538952133699251
38,0.52633392269256,0.2878724762811316
39,0.5303317083708895,-0.08152426130672594
40,-0.48406215838877154,-0.21757570070544027
41,-0.4675323902359963,-0.3822539338299509
42,0.5860088299502256,-0.10161000645861389
43,0.5025922841035383,0.24368042318735564
44,0.5484441316238272,0.024729344897201407
45,0.5695223171240317,0.1722428712372841
46,0.5921134480667448,0.195861682618211
47,0.5840521610917186,0.4840030233084621
48,-0.5009709441745495,0.484228842239842
49,0.5645593717379856,0.4691550789211153
50,0.4971290719878368,-0.22915548463550162
51,0.5360464870661688,0.45210073594724065
52,-0.4460744234956741,-0.07878191263269409
53,-0.4128272730519304,-0.42482219387359516
54,0.5350778915307256,-0.01298321386168309
55,0.5286247353440593,-0.16191053561284804
56,0.5660692702808501,0.4923791876975457
57,-0.5054900286587665,0.3748715710097757
58,-0.4648420131394355,-0.3105184084083556
59,0.4906378530596589,-0.09329462057589402
60,-0.4963733810030327,-0.05037840218841296
61,0.46332588946120506,0.5954941759587151
62,0.5158191006376234,0.3831099447961547
63,0.5251487784847007,0.2660700530553148
64,0.0824918944614945,0.46801186549123236
65,0.5674674036082841,0.03283768602080858
66,-0.503250087888469,-0.24469227547983902
67,0.5947838330575719,0.030097035670275534
68,0.5753591066416441,0.25445346783640804
69,-0.5233548194362736,-0.03196397280922559
70,-0.5295366504862982,0.05488963204181079
71,0.5414629084748734,-0.054577637905779665
72,-0.5234689046850084,-0.41132034611559554
73,0.5829477698443793,0.10278156876412868
74,-0.5025135258765987,-0.17110382842249716
75,-0.5048723034978926,-0.11382077443923731
76,0.5732554185365907,-0.10529114154584544
77,0.5481392686892594,0.20775277296578937
78,0.5677034621691923,-0.23372127967688106
79,-0.47081879304606544,-0.1521982890707607
80,0.5184086677985317,-0.28194478493664976
81,0.5527904460980643,0.011460072175119311
82,-0.5046251551749552,0.5013353468168272
83,0.5817778995079588,0.48950420047210713
84,-0.49497370971671406,-0.1095553916258166
85,-0.47547342992774777,0.5447554280754294
86,0.5300859789970919,0.4619941730671281
87,0.5418201841261776,-0.35069467659051545
88,0.47275705882071883,-0.1687854332097298
89,-0.4836620970216195,-0.5674775000707464
90,0.5334763230057663,0.551588186345544
91,-0.4539446292816933,-0.12025828157755665
92,0.6109317387288822,-0.055662812037232126
93,0.05610537286804775,0.5342037030769403
94,0.08402285374074268,0.00863579275970628
95,0.5136185761399357,-0.5411802512735149
96,0.5742959762534275,0.39954214745227734
97,0.5691091902064337,-0.11516682680328993
98,0.5204495680625267,0.06278388345090671
99,-0.49596096316247845,-0.15938155829418058
100,-0.5062310983918898,-0.47742780545210567
101,-0.5058315690053691,0.38954015136080883
102,-0.5024183529685421,0.41360273699888783
103,0.4929745621395228,0.5244472931682674
104,0.511080498432726,0.5633720359406137
105,-0.5016940185891441,-0.20958021254884868
106,-0.47469857557297146,-0.0033611797436181395
107,0.5696611136442896,-0.28498615122855553
108,-0.4946632651998724,0.20534617345533837
109,0.5449531230391793,0.3326451965376002
110,0.555005457745458,0.02886569223847181
111,-0.45978182571626475,-0.08287590281848253
112,0.5351438384471296,0.3857973350262243
113,0.5274061257862056,-0.09925868202504219
114,0.538026123330463,0.36316319638671496
115,0.6393487671318073,0.33965106157197916
116,0.4622815647542288,0.3568667893074297
117,-0.49852264424263926,-0.4898848859857424
118,0.5176079327887704,-0.0029402683909343645
119,0.5202708002939264,0.2197699708010988
120,0.553654305476638,0.23050372222147444
121,0.5529072710700066,0.06670855184986893
122,0.542209735990054,0.34924557194499883
123,0.6394012993975746,0.29351421132861943
124,0.5129120652939396,-0.08104298109908938
125,0.551527497050421,-0.029267871134708898
126,0.4694155465131002,0.5479439555371404
127,-0.5421989347212961,-0.048859635218854926
128,-0.5040731296936616,0.13679400170903527
129,-0.4338523883675853,-0.09956669358647527
130,0.562400190088102,0.22521132811420122
131,-0.4939232748481532,-0.07915497471540278
132,0.46332588946120506,0.5954941759587151
133,-0.49919843337730774,-0.4451493031854798
134,0.48732401755419624,0.32389435141302797
135,-0.5176420467441142,-0.29786916995701107
136,0.552117395087237,-0.2235836998199356
137,-0.48639146973464853,-0.06796136688768324
138,-0.55845436082849,-0.011366224678509585
139,0.46229761404610875,0.2675460487073015
140,-0.5273104076462182,0.32007782177464394
141,0.4996320004370627,-0.6089060846784099
142,0.5302223062878824,-0.3766879397811188
143,0.487016534225598,0.13760583559252434
144,-0.4774034564119272,0.0575784798918294
145,-0.49116965955799047,-0.06612735264865548
146,0.4969609718238949,-0.18918460215897345
147,-0.478775772767084,0.01857503599489928
148,-0.48887166542751936,-0.01621979674216203
149,0.4695404167044178,0.7150632601980254
150,0.5518569543107423,0.2780923032320246
151,0.49519767709084345,-0.11414492697926779
152,-0.5085029955536089,0.02286819108460973
153,0.5511079682594451,-0.19343269128612273
154,-0.4830174948093705,-0.22358923877008144
155,0.6007252709006463,0.16028792864337352
156,0.5471777449173264,-0.12653492457509027
157,0.5197120096514148,0.4131561819819919
158,-0.5339531630608016,0.5131099652403183
159,-0.5334224480995622,-0.2626287664331978
160,0.5649479421675507,-0.10200575252029197
161,0.489138542685231,-0.3602156297914126
162,-0.48072990443730484,0.14128514946367665
163,-0.5032453328594673,0.249071062034544
164,-0.5000513192716197,0.08397331684419115
165,-0.485583025488915,-0.10401638757192706
166,0.5318634348250807,0.3193198427708929
167,-0.4894928235106796,-0.09524859195276081
168,0.5158373119356353,-0.18392345563725407
169,-0.4844552894522912,0.24527925281891783
170,-0.5039723392675635,0.26790963243291677
171,0.5293016572779797,-0.2703571440380301
172,0.5121179324239475,-0.44430681527824745
173,0.6074732863046134,0.12180464368662794
174,-0.48815111382671705,-0.11833364711683474
175,0.5157158885365724,0.015347330317751673
176,0.44711167282436975,0.5590110698274322
177,0.5585259215843134,-0.047919301506854
178,0.5186710652046388,-0.23187044240934163
179,0.543156204057065,-0.038833811683002525
180,0.5711143973493432,0.25377879451972785
181,-0.4844552894522912,0.24527925281891783
182,0.47956101478074303,-0.37970483665371885
183,-0.4017362524473671,-0.43778284820051105
184,0.49169625018220725,-0.1127507317426263
185,0.4860843062330698,0.38278631337394564
186,-0.49311131997790353,0.19570011655257427
187,-0.48475216100550067,0.4897725775355812
188,0.5631129739012918,-0.41788341401977414
189,0.5330713276049626,0.5762715085514346
190,0.49481451964390144,0.5897127028637621
191,-0.490469275136279,-0.4846223154583349
192,-0.5242682133638921,0.4672490441834863
193,-0.5024428460748815,-0.4887284552587792
194,0.4875430030060008,-0.002891605856034728
195,0.52893691136698,0.5084442198265996
196,-0.5173752515183563,-0.23940610811076665
197,0.5828164990411137,0.024008653104340572
198,0.5325458861048425,0.06492936900379492
199,0.5469380887810797,-0.5437075497668384
200,-0.5066996113317259,0.07424975679416267
201,0.5423783906233355,0.5371574552034958
202,0.5514008131687677,-0.33118373080457875
203,0.5380680866046064,0.23057813123509338
204,-0.482368251152082,-0.029120386678748174
205,0.5300242658511709,-0.3874253563299549
206,0.49231030600114134,-0.37232142199260226
207,0.5220801257201503,-0.48123359633689966
208,-0.53927948043754,-0.2913812552149173
209,-0.4976760603174974,-0.39670823469195815
210,-0.47860057168549386,-0.030887879616516196
211,-0.4729563099910962,0.07090616462434247
212,-0.47146833444677305,-0.46260120584813214
213,-0.5147821649683125,-0.1749232518485509
214,0.5888976872989244,0.13177808812188718
215,-0.5041226032861281,-0.19809889721189872
216,0.5126785384271775,-0.36909181168161054
217,-0.5611297562546357,0.22921373481626128
218,0.58809438731711,0.02214492282551045
219,-0.5500554134848206,-0.027269739909607155
220,0.5427720193244638,-0.3744772807491927
221,0.49376574966673004,0.39083887714544524
222,-0.47651325859292554,0.36038253978962764
223,-0.4878218625885869,-0.13205008402564697
224,-0.5340140804033582,0.16702213924641054
225,-0.47427067821726865,-0.08221142055021455
226,0.5565001210649003,-0.24998151995447052
227,0.5757934588182063,0.3178760853904998
228,0.5408851520729261,0.31230764003942035
229,0.5511055583967763,-0.2224623318030657
230,0.5275719481585559,-0.07417886452667032
231,-0.4116286299786046,0.04746602379278366
232,0.5091198772969728,0.058907743128152
233,-0.49347976656721837,-0.22115932613225636
234,-0.5062068804694613,0.15028440893000694
235,-0.48398020272304726,0.13578523259590827
236,0.6112112236055804,0.5751888197278495
237,-0.5329282412132323,-0.1033597504181859
