,0,1,2,3,4,5,6,7
0,0.640394742075805,0.29027962096874543,-0.21496090300940338,0.19070212594991892,-0.5049920131104428,-0.3834234268083339,0.9294984044884219,0.34789166485499307
1,0.5443622639236082,0.02225657882120019,0.24520325376672117,0.19179027838332924,0.023659051336618348,-0.1889691836247802,0.24881644066262645,0.14714438776838148
2,0.5489156647033195,-0.30558201162961496,-0.13167783944076927,0.12654150162794875,-0.568826668786595,-0.19027494117665025,0.4994991010508503,0.07286165248415082
3,0.7306089536687603,0.4061074987941787,-0.20115741916287708,0.05216557646981009,0.49374511619467887,-0.5459654252174359,1.3477501155009406,0.3979173837057801
4,0.5117760353009585,0.25157556120099384,0.18575702716282674,0.5512775296487917,-0.3117389878544341,-0.1374571623899807,0.25232121704044974,0.035298122375324065
5,-0.44494833005844503,-0.14708409419403068,-0.12735632484179368,-0.24772408965814102,-0.1595619462210715,-0.2330940345787514,0.4863079524551618,0.17881560522044382
6,0.5153738206955084,0.15467304500015178,-0.07727267014561048,-0.2839718389281768,-0.39080300298481796,-0.13490345633508363,0.15680822803481054,0.1512743314655498
7,0.5928923669774582,-0.031673637968112275,-0.0072764644861963,0.2949196405263193,-0.49088337559775824,-0.3333242924516966,0.7866698738967811,0.21818327730360995
8,0.5257751356821138,0.5639928546689325,-0.11234475767498608,0.042507728013708744,-0.4733297701201103,-0.1674413051244678,0.32504013967224127,0.2324714122319217
9,0.6062075578134211,-0.3393187661478712,0.3137794192986249,-0.509407536735809,-0.03066442196904851,-0.3354585384789829,0.7914012357699686,0.1568693063230649
10,-0.4407728323406215,0.20385463829189457,0.29938494339356897,0.23070493645267848,0.18945133005062353,-0.20982498562150367,0.44869154190013366,0.14154679395774278
11,0.5163114532523141,-0.05481016870959612,-0.15007680602548779,0.16183616483390306,-0.3219372712823683,-0.13141742058719388,0.2455887739926729,0.0821440608848851
12,0.5592792559055455,0.024393545857974857,0.24482730526397523,0.19053327950500296,0.023181439051090682,-0.22307946934466844,0.32671159908131314,0.19649459891259818
13,-0.450698291927697,-0.03214678943337538,-0.13295764031177915,0.5250253944568565,-0.20219552577417083,-0.163082847225858,0.41892285380740824,0.06138444442956074
14,0.5987690269698265,-0.08915637813980104,-0.11625875861591611,-0.5889778325695975,-0.12125070446792616,-0.3052208614028101,0.7542596158075813,0.14833306388264958
15,0.504544276386025,0.1335136303860251,0.38722497441577025,0.3531633774341268,0.3960228994954406,-0.12036391726839094,0.031457254555620116,0.13668910120217614
